ProviderType,DFTA ID,ProgramName,SponsorName,ProgramAddress,ProgramCity,ProgramState,Postcode,Borough,ProgramPhone,DFTA Funded,MonHourOpen,MonHourClose,TueHourOpen,TueHourClose,WedHourOpen,WedHourClose,ThuHourOpen,ThuHourClose,FriHourOpen,FriHourClose,SatHourOpen,SatHourClose,SunHourOpen,SunHourClose,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1
OLDER ADULT CENTER CONTRACTS,C9301,YMCA - GLEBE OLDER ADULT COMMUNITY HUB (C93),YMCA OF GREATER NEW YORK,2125 Glebe Avenue,BRONX,NY,10462,BRONX,212-912-2490,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.8351,-73.850368,210,18,20601,2041406,2039630043,Westchester-Unionport,POINT (-73.850368 40.8351)
OLDER ADULT CENTER CONTRACTS,C5101,NYFSC DYCKMAN OLDER ADULT CENTER (C51),NEW YORK FOUNDATION FOR SENIOR CITIZENS INC,3754 10th Avenue,NEW YORK,NY,10034,MANHATTAN,212-569-7790,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,00:00,00:00,00:00,00:00,40.860844,-73.921587,112,10,299,1080032,1022160001,Marble Hill-Inwood,POINT (-73.921587 40.860844)
OLDER ADULT CENTER CONTRACTS,C8501,UJCES LILLIAN WALD OAC CENTER (C85),UNITED JEWISH COUNCIL OF THE EAST SIDE INC,12 Ave D,NEW YORK,NY,10009,MANHATTAN,212-260-2731,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.720462,-73.978369,103,02,20,1078045,1003560001,Lower East Side,POINT (-73.978369 40.720462)
OLDER ADULT CENTER CONTRACTS,W2009,STUYVESANT GARDENS SENIOR CLUB (W20),RISEBORO COMMUNITY PARTNERSHIP INC,150 Malcolm X Boulevard,BROOKLYN,NY,11221,BROOKLYN,347-318-3313,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.688335,-73.930144,303,36,293,3044658,3016360024,Stuyvesant Heights,POINT (-73.930144 40.688335)
OLDER ADULT CENTER CONTRACTS,5EC01,EGER HEALTH CARE AND REHABILITATION CENTER (5EC),EGER HEALTH CARE AND REHABILITATION CENTER,140 Meisner Avenue,STATEN ISLAND,NY,10306,STATEN ISLAND,718-989-3002,Y,,,,,,,,,,,,,,,40.579571,-74.13169,502,50,279,5037085,5022500002,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,POINT (-74.13169 40.579571)
OLDER ADULT CENTER CONTRACTS,C2603,M M BETHUNE (C26),COTHOA LUNCHEON CLUB INC,1970 Amsterdam Avenue New York NY 1003,NEW YORK,NY,10032,MANHATTAN,646-918-7710,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.83328,-73.94174,112,07,241,1076742,1021160033,Washington Heights South,POINT (-73.94174 40.83328)
ELDER ABUSE SERVICES CONTRACTS,64701,WEILL CORNELL MEDICINE (647),WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,21 BLOOMINGDALE RD,WHITE PLAINS,NY,10605,,914-997-4333,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,,,,,,,,,
OLDER ADULT CENTER CONTRACTS,C0901,BRC SENIOR CENTER (C09),BOWERY RESIDENTS COMMITTEE INC,30 Delancy Street,NEW YORK,NY,10002,MANHATTAN,212-533-2020,Y,08:00,03:30,08:00,03:30,08:00,03:30,08:00,03:30,08:00,03:30,00:00,00:00,00:00,00:00,40.719792,-73.992269,103,01,18,1079081,1004200001,Chinatown,POINT (-73.992269 40.719792)
OLDER ADULT CENTER CONTRACTS,34F01,UNION SETTLEMENT (34F),UNION SETTLEMENT ASSOCIATION,237 EAST  104 STREET,NEW YORK,NY,10029,MANHATTAN,212-828-6000,Y,,,,,,,,,,,,,,,40.789687,-73.944267,111,08,170,1080671,1016540011,East Harlem South,POINT (-73.944267 40.789687)
OLDER ADULT CENTER CONTRACTS,C6601,SBH OLDER ADULT CENTER - SENIOR PAVILION (C66),SBH COMMUNITY SERVICE NETWORKINC.,1963 McDonald Avenue,BROOKLYN,NY,11223,BROOKLYN,718-787-1100,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,09:00,01:00,00:00,00:00,00:00,00:00,40.604832,-73.972263,315,44,422,3397113,3066580062,Homecrest,POINT (-73.972263 40.604832)
OLDER ADULT CENTER CONTRACTS,C9401,YOUNG ISRAEL PROGRAMS FOREST HILLS (C94),YOUNG ISRAEL PROGRAMS INC,68-07 Burns Street,FLUSHING,NY,11375,QUEENS,718-520-2305,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.721357,-73.851655,406,29,711,4077448,4032340089,Forest Hills,POINT (-73.851655 40.721357)
OLDER ADULT CENTER CONTRACTS,C0102,AGUDATH ISRAEL MORIAH OLDER ADULT LUNCHEON CLUB (C01),AGUDATH ISRAEL OF AMERICA COMMUNITY SERVICES INC,90 Bennett Ave,NEW YORK,NY,10033,MANHATTAN,212-923-5715,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.853017,-73.935383,112,10,271,1064436,1021800172,Washington Heights North,POINT (-73.935383 40.853017)
OLDER ADULT CENTER CONTRACTS,C7203,CORONA OAC (C72),SPANISH SPEAKING ELDERLY COUNCIL RAICES INC.,107-24 Corona Avenue,FLUSHING,NY,11368,QUEENS,718-321-0463,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.743551,-73.855705,404,21,439,4431694,4019420053,Corona,POINT (-73.855705 40.743551)
OLDER ADULT CENTER CONTRACTS,C1706,CCNS THE BAY OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,3643 Nostrand Avenue,BROOKLYN,NY,11229,BROOKLYN,718-648-2053,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.594966,-73.940825,315,46,572,3344554,3074051001,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,POINT (-73.940825 40.594966)
OLDER ADULT CENTER CONTRACTS,3YE01,ARC XVI FT.WASHINGTON OLDER ADULT (3YE),ARC XVI FORT WASHINGTON INC,516 WEST  181 STREET,NEW YORK,NY,10033,MANHATTAN,212-281-1349,Y,,,,,,,,,,,,,,,40.848436,-73.93165,112,10,269,1063614,1021520067,Washington Heights North,POINT (-73.93165 40.848436)
OLDER ADULT CENTER CONTRACTS,C8401,THOMAS GUESS OAC (C84),THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,2070 Clinton Avenue,BRONX,NY,10457,BRONX,718-584-2357,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.847236,-73.888101,206,15,371,2012652,2030940014,East Tremont,POINT (-73.888101 40.847236)
OLDER ADULT CENTER CONTRACTS,C0806,BERGEN BASIN PENN WORTMAN OLDER ADULT CENTER (C08),BERGEN BASIN COMMUNITY DEVELOPMENT CORPORATION DBA MILLENNIU,895 Pennsylvania Avenue,BROOKLYN,NY,11207,BROOKLYN,347-318-3770,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.655966,-73.888652,305,42,1104,3324011,3043690001,East New York,POINT (-73.888652 40.655966)
OLDER ADULT CENTER CONTRACTS,C0103,AGUDATH ISRAEL OF AMERICA BORO PARK SENIOR CITIZENS CENTER (C01),AGUDATH ISRAEL OF AMERICA COMMUNITY SERVICES INC,1258 45th Street,BROOKLYN,NY,11219,BROOKLYN,718-854-7430,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.637838,-73.990754,312,44,222,3136699,3056160027,Borough Park,POINT (-73.990754 40.637838)
OLDER ADULT CENTER CONTRACTS,C3103,PATTERSON OLDER ADULT CENTERS (C31),EAST SIDE HOUSE INC,308 E 145 Street,BRONX,NY,10451,BRONX,718-993-5146,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,00:00,00:00,00:00,00:00,40.815197,-73.922179,201,08,51,2091115,2023240001,Mott Haven-Port Morris,POINT (-73.922179 40.815197)
ELDER ABUSE SERVICES CONTRACTS,1E701,SUNNYSIDE COMMUNITY SEVRICES (1E7),SUNNYSIDE COMMUNITY SERVICES INC,43-31 39th Street,LONG ISLAND CITY,NY,11104,QUEENS,718-784-6173,Y,,,,,,,,,,,,,,,40.74519,-73.925909,402,26,179,4436677,4001910005,Hunters Point-Sunnyside-West Maspeth,POINT (-73.925909 40.74519)
OLDER ADULT CENTER CONTRACTS,VN601,BROOKS SENIOR CENTER (VN6),BROOKS SENIOR CENTER,143-22 109th AVENUE,JAMAICA,NY,11435,QUEENS,718-291-3935,Y,,,,,,,,,,,,,,,40.688564,-73.803554,412,28,196,4257866,4119330001,South Jamaica,POINT (-73.803554 40.688564)
NEW YORK CONNECTS CONTRACTS,2C401,JASA NY CONNECTS (2C4),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,1901 Coney Island Avenue,BROOKLYN,NY,11230,BROOKLYN,212-273-5200,Y,,,,,,,,,,,,,,,40.611054,-73.962568,314,48,542,3181688,3067580067,Midwood,POINT (-73.962568 40.611054)
OLDER ADULT CENTER CONTRACTS,C6201,RIVERSTONE SENIOR LIFE SERVICES OAC (C62),RIVERSTONE SENIOR LIFE SERVICES INC.,99 Fort Washington Avenue,NEW YORK,NY,10032,MANHATTAN,212-927-5600,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,00:00,00:00,00:00,00:00,40.83851,-73.943738,112,07,247,1063346,1021360235,Washington Heights South,POINT (-73.943738 40.83851)
OLDER ADULT CENTER CONTRACTS,W2401,GAYLORD WHITE OAC (W24),UNION SETTLEMENT ASSOCIATION,435 East 120th Street,NEW YORK,NY,10035,MANHATTAN,212-828-6055,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.798041,-73.932186,111,08,192,1081287,1018080001,East Harlem North,POINT (-73.932186 40.798041)
OLDER ADULT CENTER CONTRACTS,W1701,BERNIKOW OAC (W17),JEWISH COMMUNITY CENTER OF STATEN ISLAND INC,1466 Manor Road,STATEN ISLAND,NY,10314,STATEN ISLAND,718-475-5284,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.594454,-74.125677,502,50,181,5141743,5009550100,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,POINT (-74.125677 40.594454)
OLDER ADULT CENTER CONTRACTS,W1802,SENIOR CENTER @ ST PETER'S CHURCH (W18),LENOX HILL NEIGHBORHOOD HOUSE INC,619 Lexington Avenue,NEW YORK,NY,10022,MANHATTAN,212-308-1959,Y,08:00,06:00,09:00,04:00,09:00,04:00,09:00,04:00,09:00,04:00,00:00,00:00,00:00,00:00,40.758698,-73.970744,106,04,100,1036474,1013087501,Turtle Bay-East Midtown,POINT (-73.970744 40.758698)
OLDER ADULT CENTER CONTRACTS,W1601,BETANCES (W16),INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,401 St Anns Avenue,BRONX,NY,10454,BRONX,718-292-4922,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.81085,-73.914941,201,08,41,2090993,2022690100,Mott Haven-Port Morris,POINT (-73.914941 40.81085)
OLDER ADULT CENTER CONTRACTS,C3302,FIND AID COFFEEHOUSE CENTER (C33),FIND AID FOR THE AGED,331 West 42nd Street,NEW YORK,NY,10036,MANHATTAN,646-545-4621,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.757677,-73.990821,104,03,121,1083731,1010330049,Clinton,POINT (-73.990821 40.757677)
OLDER ADULT CENTER CONTRACTS,C1712,CCNS BEST LIFE OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,118-35 Farmers Boulevard,JAMAICA,NY,11412,QUEENS,718-722-6095,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.689392,-73.762087,412,27,394,4000000,4126030063,St. Albans,POINT (-73.762087 40.689392)
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N6401,LINDSAY PARK NORC (N64),ST. NICKS ALLIANCE CORP.,31 Leonard Street,BROOKLYN,NY,11206,BROOKLYN,718-874-0102,Y,09:00,04:00,09:00,04:00,09:00,04:00,09:00,04:00,09:00,04:00,00:00,00:00,00:00,00:00,40.70428,-73.946062,301,34,491,3327972,3030770001,East Williamsburg,POINT (-73.946062 40.70428)
OLDER ADULT CENTER CONTRACTS,W1702,AVIS SOUTH SHORE OAC (W17),JEWISH COMMUNITY CENTER OF STATEN ISLAND INC,1297 Arthur Kill Rd,STATEN ISLAND,NY,10312,STATEN ISLAND,718-475-5283,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.565262,-74.183882,503,51,228,5077603,5059000105,New Springville-Bloomfield-Travis,POINT (-74.183882 40.565262)
OLDER ADULT CENTER CONTRACTS,C5103,NYFSC MOTT STREET OLDER ADULT CENTER (C51),NEW YORK FOUNDATION FOR SENIOR CITIZENS INC,180 Mott Street,NEW YORK,NY,10012,MANHATTAN,212-966-5460,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.7205,-73.995895,102,01,41,1007156,1004790001,SoHo-TriBeCa-Civic Center-Little Italy,POINT (-73.995895 40.7205)
OLDER ADULT CENTER CONTRACTS,C6901,SAGE BRONX CENTER AT CROTONA PRIDE HOUSE (C69),SERVICES AND ADVOCACY FOR GAYLESBIANBISEXUAL AND TRANSGEND,1784 Prospect Avenue,BRONX,NY,10457,BRONX,929-458-2150,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.841212,-73.891989,206,17,367,2000000,2029520021,East Tremont,POINT (-73.891989 40.841212)
OLDER ADULT CENTER CONTRACTS,C3701,GRAND ST SETTLEMENT GRAND COALITION OF OLDER ADULTS OAC (C37),GRAND STREET SETTLEMENT INC,175  Delancey street,NEW YORK,NY,10002,MANHATTAN,646-201-4251,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.717466,-73.985004,103,01,1402,1000000,1003477501,Lower East Side,POINT (-73.985004 40.717466)
OLDER ADULT CENTER CONTRACTS,W2201,JASA BARTOW (COOP CITY NSC) (W22),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,2049 Bartow Avenue,BRONX,NY,10475,BRONX,718-320-2066,Y,10:00,06:00,10:00,06:00,10:00,06:00,10:00,06:00,10:00,06:00,00:00,00:00,00:00,00:00,40.869472,-73.828582,210,12,46201,2097466,2051410100,Co-op City,POINT (-73.828582 40.869472)
OLDER ADULT CENTER CONTRACTS,C5810,RAIN PARKCHESTER OAC (C58),REGIONAL AID FOR INTERIM NEEDS INC,1380 Metropolitan Avenue,BRONX,NY,10462,BRONX,718-597-9220,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.835141,-73.861061,209,18,212,2096674,2039387501,Parkchester,POINT (-73.861061 40.835141)
ELDER ABUSE SERVICES CONTRACTS,5E101,CASC (5E1),COMMUNITY AGENCY FOR SENIOR CITIZENS INC,120 Stuyvesant Place Suite 409,STATEN ISLAND,NY,10301,STATEN ISLAND,718-981-6226,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.643264,-74.077159,501,49,3,5000084,5000080060,West New Brighton-New Brighton-St. George,POINT (-74.077159 40.643264)
OLDER ADULT CENTER CONTRACTS,C6301,ROCHDALE VILLAGE SC (C63),ROCHDALE VILLAGE SOCIAL SERVICES INC,169-65 137th Avenue,JAMAICA,NY,11434,QUEENS,718-525-2800,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.672622,-73.770641,412,28,33402,4436348,4124950002,Springfield Gardens North,POINT (-73.770641 40.672622)
OLDER ADULT CENTER CONTRACTS,C3902,HANAC HARMONY JVL INNOVATIVE OLDER ADULT CENTER (C39),HANAC INC.,27-40 Hoyt Avenue South,LONG ISLAND CITY,NY,11102,QUEENS,718-396-5002,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,09:30,01:00,00:00,00:00,40.771857,-73.9198,401,22,69,4537921,4008390001,Old Astoria,POINT (-73.9198 40.771857)
OLDER ADULT CENTER CONTRACTS,C1718,CCNS GLENWOOD OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,5701 Avenue H,BROOKLYN,NY,11234,BROOKLYN,718-241-7711,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.633288,-73.921555,318,45,94402,3331006,3079780001,Flatlands,POINT (-73.921555 40.633288)
OLDER ADULT CENTER CONTRACTS,W1101,EILEEN DUGAN SENIOR CENTER (W11),AMERICAN ITALIAN COALITION OF ORGANIZATIONS INC AMICO,378 Court Street,BROOKLYN,NY,11231,BROOKLYN,718-596-1956,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.681371,-73.996391,306,39,65,3004823,3003510031,Carroll Gardens-Columbia Street-Red Hook,POINT (-73.996391 40.681371)
OLDER ADULT CENTER CONTRACTS,C5603,QCH POMONOK OAC (C56),QUEENS COMMUNITY HOUSE INC.,67-09 Kissena Blvd,FLUSHING,NY,11367,QUEENS,718-591-3377,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.735033,-73.814726,408,24,122702,4455430,4067920030,Pomonok-Flushing Heights-Hillcrest,POINT (-73.814726 40.735033)
OLDER ADULT CENTER CONTRACTS,W1201,BAY RIDGE CTR FOR LIFE LONG LEARNING (W12),BAY RIDGE CENTER INC d/b/a BAY RIDGE CENTER,15 Bay Ridge Avenue,BROOKLYN,NY,11209,BROOKLYN,718-748-0650,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.638645,-74.035376,310,43,34,3144947,3058590060,Bay Ridge,POINT (-74.035376 40.638645)
OLDER ADULT CENTER CONTRACTS,C7901,SUNNYSIDE COMMUNITY SERVICES OAC PROPOSAL # 1 (C79),SUNNYSIDE COMMUNITY SERVICES INC,43-39 39th Street,LONG ISLAND CITY,NY,11104,QUEENS,718-784-6173,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,00:00,00:00,00:00,00:00,40.745099,-73.925927,402,26,179,4436676,4001910005,Hunters Point-Sunnyside-West Maspeth,POINT (-73.925927 40.745099)
OLDER ADULT CENTER CONTRACTS,W2301,SHOPP CASA BORICUA (OAC) (W23),THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,910 East 172 Street 1 Floor,BRONX,NY,10460,BRONX,718-542-0222,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.834198,-73.890157,203,17,155,2010507,2029770103,Crotona Park East,POINT (-73.890157 40.834198)
OLDER ADULT CENTER CONTRACTS,C0204,ALLEN AME COMMUNITY SENIOR CITIZENS CENTERS - LINDEN BLVD (C02),ALLEN AME CHURCH dba ALLEN COMMUNITY SENIOR CITIZENS CENTER,166-01 Linden Blvd,JAMAICA,NY,11434,QUEENS,718-658-0980,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.690054,-73.783147,412,27,266,4435290,4123220001,South Jamaica,POINT (-73.783147 40.690054)
OLDER ADULT CENTER CONTRACTS,C7702,AR (ARROCHAR) (C77),STATEN ISLAND COMMUNITY SERVICES FRIENDSHIP CLUBS INC,44 Bionia Avenue,STATEN ISLAND,NY,10305,STATEN ISLAND,718-698-7979,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.596713,-74.075377,502,50,64,5133958,5032700025,Grasmere-Arrochar-Ft. Wadsworth,POINT (-74.075377 40.596713)
LEGAL SERVICES CONTRACTS,40A01,JASA LEGAL SERVICES (40A),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,97-99 QUEENS BOULEVARD,FLUSHING,NY,11374,QUEENS,718-286-1500,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.728595,-73.858133,406,29,717,,,Rego Park,POINT (-73.858133 40.728595)
CAREGIVER SERVICES CONTRACTS,1K101,PSS CIRCLE OF CARE (1K1),PRESBYTERIAN SENIOR SERVICES,325 EAST 156 STREET,BRONX,NY,10451,BRONX,212-222-3132,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.821439,-73.917995,201,17,69,2091224,2024160001,Melrose South-Mott Haven North,POINT (-73.917995 40.821439)
OLDER ADULT CENTER CONTRACTS,W2205,JASA ROY REUTHER (W22),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,711 Seagirt Avenue,FAR ROCKAWAY,NY,11691,QUEENS,718-471-3110,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.595996,-73.742187,414,31,101002,4298968,4156100001,Far Rockaway-Bayswater,POINT (-73.742187 40.595996)
ELDER ABUSE SERVICES CONTRACTS,2E101,JASA ELDER ABUSE BRKL (2E1),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,44 Court Street,BROOKLYN,NY,11201,BROOKLYN,718-943-7752,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.692591,-73.990963,302,33,9,3002242,3002550001,Brooklyn Heights-Cobble Hill,POINT (-73.990963 40.692591)
OLDER ADULT CENTER CONTRACTS,C8305,JASA HOLLISWOOD OLDER ADULT CENTER (C83),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,86-25 Francis Lewis Boulevard,JAMAICA,NY,11427,QUEENS,718-454-6157,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.724948,-73.765107,408,23,492,4226088,4106000019,Jamaica Estates-Holliswood,POINT (-73.765107 40.724948)
HOME DELIVERED MEAL SERVICE CONTRACTS,42P01,PETER CARDELLA HOME DELIVERED MEALS - QUEENS 4 (42P),PETER CARDELLA SENIOR CITIZEN CENTER INC,68-52 FRESH POND ROAD,FLUSHING,NY,11385,QUEENS,718-497-2908,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.703874,-73.895674,405,30,583,4085200,4035350024,Ridgewood,POINT (-73.895674 40.703874)
CASE MANAGEMENT SERVICES CONTRACTS,1MB01,JASA CASE MANAGEMENT BX-03 (1MB),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,3000 MIDDLETOWN ROAD,BRONX,NY,10461,BRONX,347-547-7140,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.843886,-73.830311,210,13,264,2074861,2054000047,Schuylerville-Throgs Neck-Edgewater Park,POINT (-73.830311 40.843886)
OLDER ADULT CENTER CONTRACTS,C4706,JCCGCI MARLBORO OLDER ADULT CENTER (C47),JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,2298 West 8th Street,BROOKLYN,NY,11223,BROOKLYN,718-373-6161,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.592081,-73.978468,313,47,382,3322179,3071400016,Gravesend,POINT (-73.978468 40.592081)
HOME DELIVERED MEAL SERVICE CONTRACTS,27F01,BAYRIDGE CENTER HOME DELIVERED MEALS - BROOKLYN 5 (27F),BAY RIDGE CENTER INC d/b/a BAY RIDGE CENTER,411 OVINGTON AVENUE,BROOKLYN,NY,11209,BROOKLYN,718-748-0650,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.633477,-74.023321,310,43,130,3145772,3058730089,Bay Ridge,POINT (-74.023321 40.633477)
OLDER ADULT CENTER CONTRACTS,C1401,BROOKS SENIOR CENTER (C14),BROOKS SENIOR CENTER,143-22 109th Avenue,JAMAICA,NY,11435,QUEENS,718-291-3935,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.688564,-73.803554,412,28,196,4257866,4119330001,South Jamaica,POINT (-73.803554 40.688564)
OLDER ADULT CENTER CONTRACTS,W2104,SELFHELP LATIMER (W21),SELFHELP COMMUNITY SERVICES INC,34-30 137th Street,FLUSHING,NY,11354,QUEENS,718-961-3660,Y,08:30,04:00,08:30,04:00,08:30,04:00,08:30,04:00,08:30,04:00,00:00,00:00,00:00,00:00,40.766044,-73.829935,407,20,88901,4443410,4049510008,Flushing,POINT (-73.829935 40.766044)
TRANSPORTATION SERVICES CONTRACTS,24601,PROJECT RELIEF TRANSPORTATION (246),JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,3001 WEST   37 STREET,BROOKLYN,NY,11224,BROOKLYN,718-449-5000,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.573177,-74.002509,313,47,340,3189617,3070650001,Seagate-Coney Island,POINT (-74.002509 40.573177)
HOMECARE SERVICES CONTRACTS,5H601,RICHMOND HOME NEED SERVICES INC. (5H6),RICHMOND HOME NEED SERVICES INC,3155 Amboy Road,STATEN ISLAND,NY,10306,STATEN ISLAND,718-313-1381,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.564389,-74.131879,503,51,14606,5107641,5044720001,Great Kills,POINT (-74.131879 40.564389)
OLDER ADULT CENTER CONTRACTS,C6401,WOODSIDE OLDER ADULT CENTER (C64),SAMARITAN DAYTOP VILLAGE INC,50-37 Newtown Road,FLUSHING,NY,11377,QUEENS,718-932-6916,Y,07:45,03:45,07:45,03:45,07:45,03:45,07:45,03:45,07:45,03:45,00:00,00:00,00:00,00:00,40.753724,-73.911047,401,26,163,4430993,4007360002,Astoria,POINT (-73.911047 40.753724)
