ProviderType,DFTA ID,ContractYear,SponsorName,ProgramName,ServiceID,ServiceName,BudgetedUnits
SENIOR CENTER CONTRACTS,14B01,2019,THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,Thomas Guess Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,20000
SENIOR CENTER CONTRACTS,14B01,2019,THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,Thomas Guess Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,300
SENIOR CENTER CONTRACTS,14B01,2019,THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,Thomas Guess Neighborhood Senior Center,ITEL,IN-HOME TELEPHONE,100
SENIOR CENTER CONTRACTS,14B01,2019,THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,Thomas Guess Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,2850
SENIOR CENTER CONTRACTS,14B01,2019,THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,Thomas Guess Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,400
SENIOR CENTER CONTRACTS,14B01,2019,THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,Thomas Guess Neighborhood Senior Center,SCED,EDUCATION,52
SENIOR CENTER CONTRACTS,14B01,2019,THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,Thomas Guess Neighborhood Senior Center,SCIN,SR CTR INFORMATION,25
SENIOR CENTER CONTRACTS,14B01,2019,THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,Thomas Guess Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,180
SENIOR CENTER CONTRACTS,14B01,2019,THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,Thomas Guess Neighborhood Senior Center,TRAN,TRANSPORTATION,2000
SENIOR CENTER CONTRACTS,14C01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Bay Eden Neighborhood Senior Center,ARTS,ARTS,98
SENIOR CENTER CONTRACTS,14C01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Bay Eden Neighborhood Senior Center,CNBK,CONGREGATE BREAKFASTS,19000
SENIOR CENTER CONTRACTS,14C01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Bay Eden Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,53950
SENIOR CENTER CONTRACTS,14C01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Bay Eden Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,825
SENIOR CENTER CONTRACTS,14C01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Bay Eden Neighborhood Senior Center,ITEL,IN-HOME TELEPHONE,750
SENIOR CENTER CONTRACTS,14C01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Bay Eden Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,9434
SENIOR CENTER CONTRACTS,14C01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Bay Eden Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,250
SENIOR CENTER CONTRACTS,14C01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Bay Eden Neighborhood Senior Center,SCED,EDUCATION,536
SENIOR CENTER CONTRACTS,14C01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Bay Eden Neighborhood Senior Center,SCIN,SR CTR INFORMATION,131
SENIOR CENTER CONTRACTS,14C01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Bay Eden Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,180
SENIOR CENTER CONTRACTS,14C01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Bay Eden Neighborhood Senior Center,TECH,TECHNOLOGY,220
SENIOR CENTER CONTRACTS,14C02,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Sue Ginsburg Senior Center,CNLH,CONGREGATE LUNCH,10000
SENIOR CENTER CONTRACTS,14C02,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Sue Ginsburg Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,1072
SENIOR CENTER CONTRACTS,14C02,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Sue Ginsburg Senior Center,SCED,EDUCATION,256
SENIOR CENTER CONTRACTS,14C02,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Sue Ginsburg Senior Center,SCIN,SR CTR INFORMATION,13
SENIOR CENTER CONTRACTS,14C02,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Sue Ginsburg Senior Center,SCNE,SR CTR NUTRITION EDUC,36
SENIOR CENTER CONTRACTS,14D01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Dreiser Neighborhood Senior Center,ARTS,ARTS,15
SENIOR CENTER CONTRACTS,14D01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Dreiser Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,16250
SENIOR CENTER CONTRACTS,14D01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Dreiser Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,1200
SENIOR CENTER CONTRACTS,14D01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Dreiser Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,5732
SENIOR CENTER CONTRACTS,14D01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Dreiser Neighborhood Senior Center,SCED,EDUCATION,426
SENIOR CENTER CONTRACTS,14D01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Dreiser Neighborhood Senior Center,SCIN,SR CTR INFORMATION,50
SENIOR CENTER CONTRACTS,14D01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Dreiser Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,150
SENIOR CENTER CONTRACTS,14D01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Dreiser Neighborhood Senior Center,TECH,TECHNOLOGY,176
SENIOR CENTER CONTRACTS,14D01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Dreiser Neighborhood Senior Center,TRAN,TRANSPORTATION,2250
SENIOR CENTER CONTRACTS,14F01,2019,KIPS BAY BOYS AND GIRLS CLUB,Kips Bay Castle Hill Neighborhood Senior Center,ARTS,ARTS,15
SENIOR CENTER CONTRACTS,14F01,2019,KIPS BAY BOYS AND GIRLS CLUB,Kips Bay Castle Hill Neighborhood Senior Center,CNBK,CONGREGATE BREAKFASTS,8750
SENIOR CENTER CONTRACTS,14F01,2019,KIPS BAY BOYS AND GIRLS CLUB,Kips Bay Castle Hill Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,24600
SENIOR CENTER CONTRACTS,14F01,2019,KIPS BAY BOYS AND GIRLS CLUB,Kips Bay Castle Hill Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,1200
SENIOR CENTER CONTRACTS,14F01,2019,KIPS BAY BOYS AND GIRLS CLUB,Kips Bay Castle Hill Neighborhood Senior Center,ITEL,IN-HOME TELEPHONE,240
SENIOR CENTER CONTRACTS,14F01,2019,KIPS BAY BOYS AND GIRLS CLUB,Kips Bay Castle Hill Neighborhood Senior Center,IVST,IN-HOME VISITING,24
SENIOR CENTER CONTRACTS,14F01,2019,KIPS BAY BOYS AND GIRLS CLUB,Kips Bay Castle Hill Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,4000
SENIOR CENTER CONTRACTS,14F01,2019,KIPS BAY BOYS AND GIRLS CLUB,Kips Bay Castle Hill Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,250
SENIOR CENTER CONTRACTS,14F01,2019,KIPS BAY BOYS AND GIRLS CLUB,Kips Bay Castle Hill Neighborhood Senior Center,SCED,EDUCATION,832
SENIOR CENTER CONTRACTS,14F01,2019,KIPS BAY BOYS AND GIRLS CLUB,Kips Bay Castle Hill Neighborhood Senior Center,SCIN,SR CTR INFORMATION,185
SENIOR CENTER CONTRACTS,14F01,2019,KIPS BAY BOYS AND GIRLS CLUB,Kips Bay Castle Hill Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,120
SENIOR CENTER CONTRACTS,14F01,2019,KIPS BAY BOYS AND GIRLS CLUB,Kips Bay Castle Hill Neighborhood Senior Center,TECH,TECHNOLOGY,75
SENIOR CENTER CONTRACTS,14H01,2019,THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,Neighborhood SHOPP Leon Neighborhood Senior Center,ARTS,ARTS,698
SENIOR CENTER CONTRACTS,14H01,2019,THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,Neighborhood SHOPP Leon Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,20870
SENIOR CENTER CONTRACTS,14H01,2019,THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,Neighborhood SHOPP Leon Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,300
SENIOR CENTER CONTRACTS,14H01,2019,THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,Neighborhood SHOPP Leon Neighborhood Senior Center,ITEL,IN-HOME TELEPHONE,100
SENIOR CENTER CONTRACTS,14H01,2019,THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,Neighborhood SHOPP Leon Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,2850
SENIOR CENTER CONTRACTS,14H01,2019,THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,Neighborhood SHOPP Leon Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,400
SENIOR CENTER CONTRACTS,14H01,2019,THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,Neighborhood SHOPP Leon Neighborhood Senior Center,SCED,EDUCATION,76
SENIOR CENTER CONTRACTS,14H01,2019,THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,Neighborhood SHOPP Leon Neighborhood Senior Center,SCIN,SR CTR INFORMATION,25
SENIOR CENTER CONTRACTS,14H01,2019,THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,Neighborhood SHOPP Leon Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,180
SENIOR CENTER CONTRACTS,14J01,2019,NORTHEAST BRONX SENIOR CITIZENS INC,Northeast Bronx Neighborhood Senior Center,ARTS,ARTS,20
SENIOR CENTER CONTRACTS,14J01,2019,NORTHEAST BRONX SENIOR CITIZENS INC,Northeast Bronx Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,35000
SENIOR CENTER CONTRACTS,14J01,2019,NORTHEAST BRONX SENIOR CITIZENS INC,Northeast Bronx Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,2080
SENIOR CENTER CONTRACTS,14J01,2019,NORTHEAST BRONX SENIOR CITIZENS INC,Northeast Bronx Neighborhood Senior Center,ITEL,IN-HOME TELEPHONE,500
SENIOR CENTER CONTRACTS,14J01,2019,NORTHEAST BRONX SENIOR CITIZENS INC,Northeast Bronx Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,15600
SENIOR CENTER CONTRACTS,14J01,2019,NORTHEAST BRONX SENIOR CITIZENS INC,Northeast Bronx Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,800
SENIOR CENTER CONTRACTS,14J01,2019,NORTHEAST BRONX SENIOR CITIZENS INC,Northeast Bronx Neighborhood Senior Center,SCED,EDUCATION,1000
SENIOR CENTER CONTRACTS,14J01,2019,NORTHEAST BRONX SENIOR CITIZENS INC,Northeast Bronx Neighborhood Senior Center,SCIN,SR CTR INFORMATION,240
SENIOR CENTER CONTRACTS,14J01,2019,NORTHEAST BRONX SENIOR CITIZENS INC,Northeast Bronx Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,510
SENIOR CENTER CONTRACTS,14J01,2019,NORTHEAST BRONX SENIOR CITIZENS INC,Northeast Bronx Neighborhood Senior Center,TRAN,TRANSPORTATION,6500
SENIOR CENTER CONTRACTS,14K01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Parkside Neighborhood Senior Center,ARTS,ARTS,60
SENIOR CENTER CONTRACTS,14K01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Parkside Neighborhood Senior Center,CNBK,CONGREGATE BREAKFASTS,7750
SENIOR CENTER CONTRACTS,14K01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Parkside Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,15000
SENIOR CENTER CONTRACTS,14K01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Parkside Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,5000
SENIOR CENTER CONTRACTS,14K01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Parkside Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,1460
SENIOR CENTER CONTRACTS,14K01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Parkside Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,192
SENIOR CENTER CONTRACTS,14K01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Parkside Neighborhood Senior Center,SCED,EDUCATION,480
SENIOR CENTER CONTRACTS,14K01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Parkside Neighborhood Senior Center,SCIN,SR CTR INFORMATION,202
SENIOR CENTER CONTRACTS,14K01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Parkside Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,400
SENIOR CENTER CONTRACTS,14K01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Parkside Neighborhood Senior Center,TECH,TECHNOLOGY,240
SENIOR CENTER CONTRACTS,14L01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Andrew Jackson Neighborhood Senior Center,ARTS,ARTS,60
SENIOR CENTER CONTRACTS,14L01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Andrew Jackson Neighborhood Senior Center,CNBK,CONGREGATE BREAKFASTS,12500
SENIOR CENTER CONTRACTS,14L01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Andrew Jackson Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,20750
SENIOR CENTER CONTRACTS,14L01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Andrew Jackson Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,6500
SENIOR CENTER CONTRACTS,14L01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Andrew Jackson Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,1460
SENIOR CENTER CONTRACTS,14L01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Andrew Jackson Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,192
SENIOR CENTER CONTRACTS,14L01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Andrew Jackson Neighborhood Senior Center,SCED,EDUCATION,580
SENIOR CENTER CONTRACTS,14L01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Andrew Jackson Neighborhood Senior Center,SCIN,SR CTR INFORMATION,202
SENIOR CENTER CONTRACTS,14L01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Andrew Jackson Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,520
SENIOR CENTER CONTRACTS,14L01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Andrew Jackson Neighborhood Senior Center,TECH,TECHNOLOGY,260
SENIOR CENTER CONTRACTS,14L02,2019,PRESBYTERIAN SENIOR SERVICES,Morrisania Air Rights Social Club,ARTS,ARTS,12
SENIOR CENTER CONTRACTS,14L02,2019,PRESBYTERIAN SENIOR SERVICES,Morrisania Air Rights Social Club,PHEX,PHYSICAL HEALTH/EXERCISE,1000
SENIOR CENTER CONTRACTS,14L02,2019,PRESBYTERIAN SENIOR SERVICES,Morrisania Air Rights Social Club,SCCA,SR CTR CASE ASSISTANCE,50
SENIOR CENTER CONTRACTS,14L02,2019,PRESBYTERIAN SENIOR SERVICES,Morrisania Air Rights Social Club,SCED,EDUCATION,200
SENIOR CENTER CONTRACTS,14L02,2019,PRESBYTERIAN SENIOR SERVICES,Morrisania Air Rights Social Club,SCNE,SR CTR NUTRITION EDUC,60
SENIOR CENTER CONTRACTS,14M01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Davidson Neighborhood Senior Center,ARTS,ARTS,60
SENIOR CENTER CONTRACTS,14M01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Davidson Neighborhood Senior Center,CNBK,CONGREGATE BREAKFASTS,12500
SENIOR CENTER CONTRACTS,14M01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Davidson Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,21000
SENIOR CENTER CONTRACTS,14M01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Davidson Neighborhood Senior Center,CNWE,CONGREGATE WEEKEND,1
SENIOR CENTER CONTRACTS,14M01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Davidson Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,6500
SENIOR CENTER CONTRACTS,14M01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Davidson Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,1960
SENIOR CENTER CONTRACTS,14M01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Davidson Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,217
SENIOR CENTER CONTRACTS,14M01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Davidson Neighborhood Senior Center,SCED,EDUCATION,480
SENIOR CENTER CONTRACTS,14M01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Davidson Neighborhood Senior Center,SCIN,SR CTR INFORMATION,202
SENIOR CENTER CONTRACTS,14M01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Davidson Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,520
SENIOR CENTER CONTRACTS,14M01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Davidson Neighborhood Senior Center,TECH,TECHNOLOGY,240
SENIOR CENTER CONTRACTS,14N01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Highbridge Neighborhood Senior Center,ARTS,ARTS,60
SENIOR CENTER CONTRACTS,14N01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Highbridge Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,15000
SENIOR CENTER CONTRACTS,14N01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Highbridge Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,5000
SENIOR CENTER CONTRACTS,14N01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Highbridge Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,1460
SENIOR CENTER CONTRACTS,14N01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Highbridge Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,192
SENIOR CENTER CONTRACTS,14N01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Highbridge Neighborhood Senior Center,SCED,EDUCATION,480
SENIOR CENTER CONTRACTS,14N01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Highbridge Neighborhood Senior Center,SCIN,SR CTR INFORMATION,202
SENIOR CENTER CONTRACTS,14N01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Highbridge Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,400
SENIOR CENTER CONTRACTS,14N01,2019,PRESBYTERIAN SENIOR SERVICES,PSS Highbridge Neighborhood Senior Center,TECH,TECHNOLOGY,240
SENIOR CENTER CONTRACTS,14P01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Gunhill Neighborhood Senior Center,ARTS,ARTS,52
SENIOR CENTER CONTRACTS,14P01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Gunhill Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,15000
SENIOR CENTER CONTRACTS,14P01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Gunhill Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,520
SENIOR CENTER CONTRACTS,14P01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Gunhill Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,3120
SENIOR CENTER CONTRACTS,14P01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Gunhill Neighborhood Senior Center,SCED,EDUCATION,460
SENIOR CENTER CONTRACTS,14P01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Gunhill Neighborhood Senior Center,SCIN,SR CTR INFORMATION,39
SENIOR CENTER CONTRACTS,14P01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Gunhill Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,30
SENIOR CENTER CONTRACTS,14P01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Gunhill Neighborhood Senior Center,TECH,TECHNOLOGY,104
SENIOR CENTER CONTRACTS,14Q01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Eastchester Neighborhood Senior Center,ARTS,ARTS,129
SENIOR CENTER CONTRACTS,14Q01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Eastchester Neighborhood Senior Center,CNBK,CONGREGATE BREAKFASTS,10000
SENIOR CENTER CONTRACTS,14Q01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Eastchester Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,22500
SENIOR CENTER CONTRACTS,14Q01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Eastchester Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,5040
SENIOR CENTER CONTRACTS,14Q01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Eastchester Neighborhood Senior Center,ISHP,IN-HOME SHOPPING ASSIST,500
SENIOR CENTER CONTRACTS,14Q01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Eastchester Neighborhood Senior Center,ITEL,IN-HOME TELEPHONE,1200
SENIOR CENTER CONTRACTS,14Q01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Eastchester Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,10400
SENIOR CENTER CONTRACTS,14Q01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Eastchester Neighborhood Senior Center,SCED,EDUCATION,540
SENIOR CENTER CONTRACTS,14Q01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Eastchester Neighborhood Senior Center,SCIN,SR CTR INFORMATION,188
SENIOR CENTER CONTRACTS,14Q01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Eastchester Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,320
SENIOR CENTER CONTRACTS,14Q01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Eastchester Neighborhood Senior Center,TECH,TECHNOLOGY,156
SENIOR CENTER CONTRACTS,14Q02,2019,REGIONAL AID FOR INTERIM NEEDS INC,Tolentine Zeiser Community Life Center,CNLH,CONGREGATE LUNCH,12500
SENIOR CENTER CONTRACTS,14Q02,2019,REGIONAL AID FOR INTERIM NEEDS INC,Tolentine Zeiser Community Life Center,HLMG,HEALTH MANAGEMENT,55
SENIOR CENTER CONTRACTS,14Q02,2019,REGIONAL AID FOR INTERIM NEEDS INC,Tolentine Zeiser Community Life Center,PHEX,PHYSICAL HEALTH/EXERCISE,100
SENIOR CENTER CONTRACTS,14Q02,2019,REGIONAL AID FOR INTERIM NEEDS INC,Tolentine Zeiser Community Life Center,SCED,EDUCATION,600
SENIOR CENTER CONTRACTS,14Q03,2019,REGIONAL AID FOR INTERIM NEEDS INC,Bailey Senior Center,CNLH,CONGREGATE LUNCH,9475
SENIOR CENTER CONTRACTS,14Q03,2019,REGIONAL AID FOR INTERIM NEEDS INC,Bailey Senior Center,HLMG,HEALTH MANAGEMENT,55
SENIOR CENTER CONTRACTS,14Q03,2019,REGIONAL AID FOR INTERIM NEEDS INC,Bailey Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,150
SENIOR CENTER CONTRACTS,14Q03,2019,REGIONAL AID FOR INTERIM NEEDS INC,Bailey Senior Center,SCED,EDUCATION,500
SENIOR CENTER CONTRACTS,14R01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Middletown Neighborhood Senior Center,ARTS,ARTS,64
SENIOR CENTER CONTRACTS,14R01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Middletown Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,25000
SENIOR CENTER CONTRACTS,14R01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Middletown Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,1305
SENIOR CENTER CONTRACTS,14R01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Middletown Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,5400
SENIOR CENTER CONTRACTS,14R01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Middletown Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,750
SENIOR CENTER CONTRACTS,14R01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Middletown Neighborhood Senior Center,SCED,EDUCATION,412
SENIOR CENTER CONTRACTS,14R01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Middletown Neighborhood Senior Center,SCIN,SR CTR INFORMATION,438
SENIOR CENTER CONTRACTS,14R01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Middletown Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,270
SENIOR CENTER CONTRACTS,14R01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Middletown Neighborhood Senior Center,TECH,TECHNOLOGY,48
SENIOR CENTER CONTRACTS,14R01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Middletown Neighborhood Senior Center,TRAN,TRANSPORTATION,7000
SENIOR CENTER CONTRACTS,14S01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Nereid Neighborhood Senior Center,ARTS,ARTS,30
SENIOR CENTER CONTRACTS,14S01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Nereid Neighborhood Senior Center,CNDN,CONGREGATE DINNER,350
SENIOR CENTER CONTRACTS,14S01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Nereid Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,20000
SENIOR CENTER CONTRACTS,14S01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Nereid Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,1540
SENIOR CENTER CONTRACTS,14S01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Nereid Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,2405
SENIOR CENTER CONTRACTS,14S01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Nereid Neighborhood Senior Center,SCED,EDUCATION,450
SENIOR CENTER CONTRACTS,14S01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Nereid Neighborhood Senior Center,SCIN,SR CTR INFORMATION,63
SENIOR CENTER CONTRACTS,14S01,2019,REGIONAL AID FOR INTERIM NEEDS INC,RAIN Nereid Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,90
